PURCHASE_SESSION_ID,TOUCHPOINT_SESSION_ID,VISITOR_ID,PURCHASE_SESSION_TIMESTAMP,CLOSING_CHANNEL_GROUPING,ANCHOR_TRANSACTION_COUNT,ANCHOR_TRANSACTION_REVENUE,PURCHASE_SEQUENCE,TOUCHPOINT_TIMESTAMP,TOUCHPOINT_CHANNEL_GROUPING
8573628711430738315-1500424613-1500424613,8573628711430738315-1500066437-1500066437,8573628711430738315,2017-07-19 00:36:53.000,Referral,1,51,1,2017-07-14 21:07:17.000,Referral
213465488216513322-1498490618-1498490618,213465488216513322-1478102462-1478102462,213465488216513322,2017-06-26 15:23:38.000,Direct,1,209.33,4,2016-11-02 16:01:02.000,Direct
6420751054856592584-1492119001-1492119001,6420751054856592584-1492093063-1492093063,6420751054856592584,2017-04-13 21:30:01.000,Referral,1,137.37,1,2017-04-13 14:17:43.000,Referral
8388599810336818038-1480536898-1480536898,8388599810336818038-1480536898-1480536898,8388599810336818038,2016-11-30 20:14:58.000,Direct,1,18.99,1,2016-11-30 20:14:58.000,Direct
4795764855587336001-1481763412-1481763412,4795764855587336001-1473715737-1473715737,4795764855587336001,2016-12-15 00:56:52.000,Referral,1,52.97,1,2016-09-12 21:28:57.000,Referral
3061338030780455732-1481004102-1481004102,3061338030780455732-1473213712-1473213712,3061338030780455732,2016-12-06 06:01:42.000,Referral,1,104.91,1,2016-09-07 02:01:52.000,Referral
3743841623706674212-1474568001-1474568001,3743841623706674212-1474564380-1474564380,3743841623706674212,2016-09-22 18:13:21.000,Referral,1,22.99,1,2016-09-22 17:13:00.000,Referral
6579892662403001804-1482176342-1482176342,6579892662403001804-1475703163-1475703163,6579892662403001804,2016-12-19 19:39:02.000,Social,1,79.98,1,2016-10-05 21:32:43.000,Organic Search
2989490372994376329-1481915714-1481915714,2989490372994376329-1481223556-1481223556,2989490372994376329,2016-12-16 19:15:14.000,Referral,1,53.76,1,2016-12-08 18:59:16.000,Referral
2444379082594823080-1479091468-1479091468,2444379082594823080-1478814592-1478814592,2444379082594823080,2016-11-14 02:44:28.000,Organic Search,1,103.99,1,2016-11-10 21:49:52.000,Organic Search
3321426483601293625-1471402231-1471402231,3321426483601293625-1470954701-1470954701,3321426483601293625,2016-08-17 02:50:31.000,Referral,1,131.44,1,2016-08-11 22:31:41.000,Referral
2613946236686066431-1493481622-1493481622,2613946236686066431-1489369538-1489369538,2613946236686066431,2017-04-29 16:00:22.000,Paid Search,1,107.26,1,2017-03-13 01:45:38.000,Referral
1537806691973735253-1478789613-1478789613,1537806691973735253-1478744563-1478744563,1537806691973735253,2016-11-10 14:53:33.000,Direct,1,32.99,1,2016-11-10 02:22:43.000,Direct
3788077234501576551-1477344833-1477344833,3788077234501576551-1475604449-1475604449,3788077234501576551,2016-10-24 21:33:53.000,Referral,1,88.99,2,2016-10-04 18:07:29.000,Referral
2727750796868650668-1490635070-1490635070,2727750796868650668-1490389843-1490389843,2727750796868650668,2017-03-27 17:17:50.000,Direct,1,460.85,1,2017-03-24 21:10:43.000,Direct
4598717407161618263-1496879712-1496879712,4598717407161618263-1496274762-1496274762,4598717407161618263,2017-06-07 23:55:12.000,Referral,1,15.63,1,2017-05-31 23:52:42.000,Referral
8947840269258098991-1478633501-1478633501,8947840269258098991-1478629208-1478629208,8947840269258098991,2016-11-08 19:31:41.000,Referral,1,39.99,1,2016-11-08 18:20:08.000,Referral
5128888224452873031-1475158333-1475158333,5128888224452873031-1474983860-1474983860,5128888224452873031,2016-09-29 14:12:13.000,Referral,1,732.48,2,2016-09-27 13:44:20.000,Referral
491193409314675096-1487796092-1487796092,491193409314675096-1487738949-1487738949,491193409314675096,2017-02-22 20:41:32.000,Referral,1,156.7,1,2017-02-22 04:49:09.000,Referral
1095886019324498043-1472835680-1472835680,1095886019324498043-1472752786-1472752786,1095886019324498043,2016-09-02 17:01:20.000,Referral,1,310.47,1,2016-09-01 17:59:46.000,Referral
4660934654916749166-1482374209-1482374209,4660934654916749166-1482268050-1482268050,4660934654916749166,2016-12-22 02:36:49.000,Referral,1,80.18,2,2016-12-20 21:07:30.000,Referral
9671728324632392297-1481584206-1481584206,9671728324632392297-1481565547-1481565547,9671728324632392297,2016-12-12 23:10:06.000,Referral,1,39.37,1,2016-12-12 17:59:07.000,Referral
4213021997659947745-1471017935-1471017935,4213021997659947745-1470948273-1470948273,4213021997659947745,2016-08-12 16:05:35.000,Direct,1,57.16,1,2016-08-11 20:44:33.000,Direct
7395718173947720444-1500521230-1500521230,7395718173947720444-1500336017-1500336017,7395718173947720444,2017-07-20 03:27:10.000,Referral,1,29.75,1,2017-07-18 00:00:17.000,Referral
328697016629947962-1471443772-1471443772,328697016629947962-1470345179-1470345179,328697016629947962,2016-08-17 14:22:52.000,Referral,1,78.19,1,2016-08-04 21:12:59.000,Referral
0544099410312340973-1481395061-1481395061,0544099410312340973-1479584796-1479584796,0544099410312340973,2016-12-10 18:37:41.000,Referral,1,160.34,1,2016-11-19 19:46:36.000,Referral
759913108523269841-1489183475-1489183475,759913108523269841-1475567907-1475567907,759913108523269841,2017-03-10 22:04:35.000,Referral,1,72.19,1,2016-10-04 07:58:27.000,Referral
5640250262390805538-1496435626-1496435626,5640250262390805538-1496435626-1496435626,5640250262390805538,2017-06-02 20:33:46.000,Referral,1,62.43,1,2017-06-02 20:33:46.000,Referral
3709746839130866401-1487098519-1487098519,3709746839130866401-1478540652-1478540652,3709746839130866401,2017-02-14 18:55:19.000,Referral,1,46.79,1,2016-11-07 17:44:12.000,Referral
574546672447624856-1486492036-1486492036,574546672447624856-1483551915-1483551915,574546672447624856,2017-02-07 18:27:16.000,Referral,1,102.99,1,2017-01-04 17:45:15.000,Referral
4578640586284138624-1473892208-1473892208,4578640586284138624-1472087397-1472087397,4578640586284138624,2016-09-14 22:30:08.000,Direct,1,5.26,1,2016-08-25 01:09:57.000,Direct
8197879643797712877-1481716782-1481716782,8197879643797712877-1481562206-1481562206,8197879643797712877,2016-12-14 11:59:42.000,Organic Search,1,467.75,3,2016-12-12 17:03:26.000,Organic Search
0569752743034520183-1478640856-1478640856,0569752743034520183-1476739354-1476739354,0569752743034520183,2016-11-08 21:34:16.000,Referral,1,48.79,1,2016-10-17 21:22:34.000,Referral
1063651652107093288-1476389497-1476389497,1063651652107093288-1476365789-1476365789,1063651652107093288,2016-10-13 20:11:37.000,Direct,1,29.99,2,2016-10-13 13:36:29.000,Direct
1807168875830631146-1484164074-1484164074,1807168875830631146-1484080747-1484080747,1807168875830631146,2017-01-11 19:47:54.000,Referral,1,270.74,1,2017-01-10 20:39:07.000,Referral
2245825143806185917-1474497303-1474497303,2245825143806185917-1474063981-1474063981,2245825143806185917,2016-09-21 22:35:03.000,Direct,1,62.38,1,2016-09-16 22:13:01.000,Direct
36810350983196519-1492115051-1492115051,36810350983196519-1489667647-1489667647,36810350983196519,2017-04-13 20:24:11.000,Referral,1,117.38,1,2017-03-16 12:34:07.000,Referral
4578640586284138624-1478901647-1478901647,4578640586284138624-1478206446-1478206446,4578640586284138624,2016-11-11 22:00:47.000,Direct,1,25.19,8,2016-11-03 20:54:06.000,Direct
94024465151480107-1486870160-1486870160,94024465151480107-1486831149-1486831149,94024465151480107,2017-02-12 03:29:20.000,Organic Search,1,39.98,1,2017-02-11 16:39:09.000,Organic Search
1735957877782185847-1489638279-1489638279,1735957877782185847-1488325582-1488325582,1735957877782185847,2017-03-16 04:24:39.000,Referral,1,57.43,1,2017-02-28 23:46:22.000,Referral
1691262461712944619-1474058012-1474058012,1691262461712944619-1473797789-1473797789,1691262461712944619,2016-09-16 20:33:32.000,Referral,1,50.97,3,2016-09-13 20:16:29.000,Referral
4440722243417687000-1475023351-1475023351,4440722243417687000-1474320425-1474320425,4440722243417687000,2016-09-28 00:42:31.000,Referral,1,24.99,1,2016-09-19 21:27:05.000,Referral
7691884507775578651-1488914056-1488914056,7691884507775578651-1486496130-1486496130,7691884507775578651,2017-03-07 19:14:16.000,Paid Search,1,27.98,1,2017-02-07 19:35:30.000,Organic Search
9004668593024428031-1485984935-1485984935,9004668593024428031-1485916962-1485916962,9004668593024428031,2017-02-01 21:35:35.000,Referral,1,1205.85,1,2017-02-01 02:42:42.000,Organic Search
8512789014299357843-1480463369-1480463369,8512789014299357843-1480439654-1480439654,8512789014299357843,2016-11-29 23:49:29.000,Referral,1,48.55,1,2016-11-29 17:14:14.000,Referral
1286257134641757416-1479333629-1479333629,1286257134641757416-1479328904-1479328904,1286257134641757416,2016-11-16 22:00:29.000,Referral,1,28.6,1,2016-11-16 20:41:44.000,Referral
1315772786660606104-1488035075-1488035075,1315772786660606104-1482885114-1482885114,1315772786660606104,2017-02-25 15:04:35.000,Referral,1,78.56,2,2016-12-28 00:31:54.000,Referral
7545121588966245443-1491321735-1491321735,7545121588966245443-1489766036-1489766036,7545121588966245443,2017-04-04 16:02:15.000,Referral,1,21.98,1,2017-03-17 15:53:56.000,Referral
7933171750259720017-1498669115-1498669115,7933171750259720017-1496946851-1496946851,7933171750259720017,2017-06-28 16:58:35.000,Organic Search,1,167.74,1,2017-06-08 18:34:11.000,Organic Search
0348641465070077039-1494612925-1494612925,0348641465070077039-1494599469-1494599469,0348641465070077039,2017-05-12 18:15:25.000,Referral,1,462.4,1,2017-05-12 14:31:09.000,Referral
824955529524013757-1479756432-1479756432,824955529524013757-1475707510-1475707510,824955529524013757,2016-11-21 19:27:12.000,Referral,1,22.19,1,2016-10-05 22:45:10.000,Referral
7707232974827201453-1476235230-1476235230,7707232974827201453-1476235230-1476235230,7707232974827201453,2016-10-12 01:20:30.000,Referral,1,241.63,1,2016-10-12 01:20:30.000,Referral
0955218036984949713-1490821143-1490821143,0955218036984949713-1490123606-1490123606,0955218036984949713,2017-03-29 20:59:03.000,Direct,1,1369.86,1,2017-03-21 19:13:26.000,Direct
6746192651658038483-1475272233-1475272233,6746192651658038483-1475272233-1475272233,6746192651658038483,2016-09-30 21:50:33.000,Direct,1,92.99,1,2016-09-30 21:50:33.000,Direct
3829457209830058915-1494281941-1494281941,3829457209830058915-1490392580-1490392580,3829457209830058915,2017-05-08 22:19:01.000,Referral,1,32.99,1,2017-03-24 21:56:20.000,Referral
8617743471212010127-1492229034-1492229037,8617743471212010127-1492211960-1492211960,8617743471212010127,2017-04-15 04:03:57.000,Referral,1,44.99,1,2017-04-14 23:19:20.000,Referral
7039433056529738996-1495475594-1495475594,7039433056529738996-1495473074-1495473074,7039433056529738996,2017-05-22 17:53:14.000,Referral,1,24.59,1,2017-05-22 17:11:14.000,Referral
6145717965471437632-1479361097-1479361097,6145717965471437632-1477503521-1477503521,6145717965471437632,2016-11-17 05:38:17.000,Organic Search,1,52.97,1,2016-10-26 17:38:41.000,Organic Search
4324484121871564106-1480729192-1480729192,4324484121871564106-1475724542-1475724542,4324484121871564106,2016-12-03 01:39:52.000,Referral,1,120.74,1,2016-10-06 03:29:02.000,Referral
7395718173947720444-1500521230-1500521230,7395718173947720444-1499915023-1499915023,7395718173947720444,2017-07-20 03:27:10.000,Referral,1,29.75,1,2017-07-13 03:03:43.000,Referral
8801662579253848745-1491957646-1491957646,8801662579253848745-1491249268-1491249268,8801662579253848745,2017-04-12 00:40:46.000,Referral,1,67.36,1,2017-04-03 19:54:28.000,Referral
5310912563447452038-1476302884-1476302884,5310912563447452038-1473311915-1473311915,5310912563447452038,2016-10-12 20:08:04.000,Organic Search,1,378.65,1,2016-09-08 05:18:35.000,Referral
7057439304075107628-1498781492-1498781492,7057439304075107628-1494547260-1494547260,7057439304075107628,2017-06-30 00:11:32.000,Referral,1,98.95,1,2017-05-12 00:01:00.000,Referral
2555463819232482214-1474303806-1474303806,2555463819232482214-1474303806-1474303806,2555463819232482214,2016-09-19 16:50:06.000,Referral,1,557,1,2016-09-19 16:50:06.000,Referral
1177326592591599469-1474244480-1474244480,1177326592591599469-1473560788-1473560788,1177326592591599469,2016-09-19 00:21:20.000,Referral,1,54.97,1,2016-09-11 02:26:28.000,Referral
9193930054101057748-1487209629-1487209629,9193930054101057748-1486064455-1486064455,9193930054101057748,2017-02-16 01:47:09.000,Organic Search,1,40.18,1,2017-02-02 19:40:55.000,Display
165104775254170953-1495832501-1495832501,165104775254170953-1495749890-1495749890,165104775254170953,2017-05-26 21:01:41.000,Referral,1,59.99,1,2017-05-25 22:04:50.000,Referral
0456995923783583208-1493392022-1493392022,0456995923783583208-1493383346-1493383346,0456995923783583208,2017-04-28 15:07:02.000,Organic Search,1,21.93,1,2017-04-28 12:42:26.000,Organic Search
5993060146363260097-1474364865-1474364865,5993060146363260097-1471666530-1471666530,5993060146363260097,2016-09-20 09:47:45.000,Organic Search,1,152.85,1,2016-08-20 04:15:30.000,Organic Search
1250309821000380040-1476201122-1476201122,1250309821000380040-1474380874-1474380874,1250309821000380040,2016-10-11 15:52:02.000,Organic Search,1,21.99,1,2016-09-20 14:14:34.000,Organic Search
8489033194414810248-1487869219-1487869219,8489033194414810248-1487816675-1487816675,8489033194414810248,2017-02-23 17:00:19.000,Organic Search,1,22.99,1,2017-02-23 02:24:35.000,Organic Search
4285517250225207636-1474482100-1474482100,4285517250225207636-1474469888-1474469888,4285517250225207636,2016-09-21 18:21:40.000,Organic Search,1,7.99,1,2016-09-21 14:58:08.000,Organic Search
7902252986541229075-1492709198-1492709198,7902252986541229075-1492709198-1492709198,7902252986541229075,2017-04-20 17:26:38.000,Organic Search,1,56.99,2,2017-04-20 17:26:38.000,Organic Search
5729167288225910625-1470770391-1470770391,5729167288225910625-1470344225-1470344225,5729167288225910625,2016-08-09 19:19:51.000,Referral,1,146,1,2016-08-04 20:57:05.000,Organic Search
2377126524987232945-1500477989-1500477989,2377126524987232945-1498862257-1498862257,2377126524987232945,2017-07-19 15:26:29.000,Organic Search,1,83.55,1,2017-06-30 22:37:37.000,Organic Search
0420713714276209262-1478642741-1478642741,0420713714276209262-1473708812-1473708812,0420713714276209262,2016-11-08 22:05:41.000,Organic Search,1,26.19,1,2016-09-12 19:33:32.000,Organic Search
9509348681300444250-1500525905-1500525905,9509348681300444250-1500439117-1500439117,9509348681300444250,2017-07-20 04:45:05.000,Organic Search,1,98.46,1,2017-07-19 04:38:37.000,Organic Search
4921413806940784676-1494285229-1494285229,4921413806940784676-1493836371-1493836371,4921413806940784676,2017-05-08 23:13:49.000,Organic Search,4,608.59,4,2017-05-03 18:32:51.000,Organic Search
5712957387241378835-1487801806-1487801806,5712957387241378835-1487791334-1487791334,5712957387241378835,2017-02-22 22:16:46.000,Organic Search,1,25.99,1,2017-02-22 19:22:14.000,Organic Search
1957458976293878100-1487097028-1487097028,1957458976293878100-1471978139-1471978139,1957458976293878100,2017-02-14 18:30:28.000,Direct,1,17859.5,1,2016-08-23 18:48:59.000,Organic Search
2625954590881807574-1490836616-1490836616,2625954590881807574-1490821862-1490821862,2625954590881807574,2017-03-30 01:16:56.000,Organic Search,1,73.98,1,2017-03-29 21:11:02.000,Organic Search
3076174797058833907-1494877902-1494877902,3076174797058833907-1494425213-1494425213,3076174797058833907,2017-05-15 19:51:42.000,Referral,1,316.31,1,2017-05-10 14:06:53.000,Organic Search
6288323169575819768-1471977381-1471977381,6288323169575819768-1471897536-1471897536,6288323169575819768,2016-08-23 18:36:21.000,Organic Search,2,268.55,1,2016-08-22 20:25:36.000,Organic Search
2854722262909538790-1473703737-1473703737,2854722262909538790-1470263454-1470263454,2854722262909538790,2016-09-12 18:08:57.000,Organic Search,1,127.81,1,2016-08-03 22:30:54.000,Organic Search
7103110735556041594-1494605703-1494605703,7103110735556041594-1494445909-1494445909,7103110735556041594,2017-05-12 16:15:03.000,Organic Search,1,43.24,1,2017-05-10 19:51:49.000,Organic Search
3076174797058833907-1494877902-1494877902,3076174797058833907-1491922973-1491922973,3076174797058833907,2017-05-15 19:51:42.000,Referral,1,316.31,1,2017-04-11 15:02:53.000,Organic Search
7017716009560683263-1498860589-1498860589,7017716009560683263-1498841590-1498841590,7017716009560683263,2017-06-30 22:09:49.000,Paid Search,1,13.99,1,2017-06-30 16:53:10.000,Paid Search
69563023975860043-1477004067-1477004067,69563023975860043-1477003940-1477003940,69563023975860043,2016-10-20 22:54:27.000,Referral,1,40.96,1,2016-10-20 22:52:20.000,Organic Search
9990183617359422098-1493324505-1493324505,9990183617359422098-1492110452-1492110452,9990183617359422098,2017-04-27 20:21:45.000,Organic Search,1,133.12,2,2017-04-13 19:07:32.000,Organic Search
1368203961991998767-1496687232-1496687232,1368203961991998767-1495484766-1495484766,1368203961991998767,2017-06-05 18:27:12.000,Organic Search,1,16.29,2,2017-05-22 20:26:06.000,Organic Search
1740096949560523754-1482610774-1482610774,1740096949560523754-1482610774-1482610774,1740096949560523754,2016-12-24 20:19:34.000,Referral,1,59.99,1,2016-12-24 20:19:34.000,Referral
1740096949560523754-1483766331-1483766331,1740096949560523754-1482610774-1482610774,1740096949560523754,2017-01-07 05:18:51.000,Organic Search,1,4.99,2,2016-12-24 20:19:34.000,Referral
4458329221243726234-1496087028-1496087028,4458329221243726234-1479798695-1479798695,4458329221243726234,2017-05-29 19:43:48.000,Referral,1,50.38,1,2016-11-22 07:11:35.000,Referral
2249724102559347990-1501090325-1501090325,2249724102559347990-1500940547-1500940547,2249724102559347990,2017-07-26 17:32:05.000,Referral,1,15.2,1,2017-07-24 23:55:47.000,Referral
3438386296748685726-1477329243-1477329243,3438386296748685726-1471569813-1471569813,3438386296748685726,2016-10-24 17:14:03.000,Referral,1,204.5,1,2016-08-19 01:23:33.000,Referral
4578640586284138624-1476143517-1476143517,4578640586284138624-1476121591-1476121591,4578640586284138624,2016-10-10 23:51:57.000,Organic Search,1,124.99,4,2016-10-10 17:46:31.000,Organic Search
7990135994432965391-1482260444-1482260444,7990135994432965391-1482260444-1482260444,7990135994432965391,2016-12-20 19:00:44.000,Direct,1,1244.05,2,2016-12-20 19:00:44.000,Direct
6448832262240591897-1494612092-1494612092,6448832262240591897-1493826789-1493826789,6448832262240591897,2017-05-12 18:01:32.000,Direct,1,36.59,1,2017-05-03 15:53:09.000,Direct
3554960621245001989-1483588653-1483588653,3554960621245001989-1483561898-1483561898,3554960621245001989,2017-01-05 03:57:33.000,Referral,1,82.18,1,2017-01-04 20:31:38.000,Referral
4578640586284138624-1478901647-1478901647,4578640586284138624-1477691595-1477691595,4578640586284138624,2016-11-11 22:00:47.000,Direct,1,25.19,8,2016-10-28 21:53:15.000,Direct
2727750796868650668-1490635070-1490635070,2727750796868650668-1490635070-1490635070,2727750796868650668,2017-03-27 17:17:50.000,Direct,1,460.85,1,2017-03-27 17:17:50.000,Direct
2564270479700333184-1484919605-1484919605,2564270479700333184-1483653022-1483653022,2564270479700333184,2017-01-20 13:40:05.000,Direct,1,82.17,1,2017-01-05 21:50:22.000,Direct
3119753230515283152-1478661295-1478661295,3119753230515283152-1478661295-1478661295,3119753230515283152,2016-11-09 03:14:55.000,Direct,1,39.99,1,2016-11-09 03:14:55.000,Direct
3119753230515283152-1481929830-1481929830,3119753230515283152-1478661295-1478661295,3119753230515283152,2016-12-16 23:10:30.000,Organic Search,1,27.99,2,2016-11-09 03:14:55.000,Direct
6593140710602470169-1480613163-1480613163,6593140710602470169-1480031660-1480031660,6593140710602470169,2016-12-01 17:26:03.000,Referral,1,47.98,1,2016-11-24 23:54:20.000,Referral
7247995041552365194-1480557257-1480557257,7247995041552365194-1479515041-1479515041,7247995041552365194,2016-12-01 01:54:17.000,Organic Search,1,88.82,1,2016-11-19 00:24:01.000,Organic Search
4163967138563839128-1496864951-1496864951,4163967138563839128-1484934004-1484934004,4163967138563839128,2017-06-07 19:49:11.000,Direct,1,6.99,2,2017-01-20 17:40:04.000,Direct
4578640586284138624-1473892208-1473892208,4578640586284138624-1473368374-1473368374,4578640586284138624,2016-09-14 22:30:08.000,Direct,1,5.26,1,2016-09-08 20:59:34.000,Direct
6452846542924661655-1475250017-1475250017,6452846542924661655-1475171156-1475171156,6452846542924661655,2016-09-30 15:40:17.000,Referral,1,108.55,1,2016-09-29 17:45:56.000,Referral
0208951486693076734-1480346874-1480346874,0208951486693076734-1480266538-1480266538,0208951486693076734,2016-11-28 15:27:54.000,Referral,1,36.78,1,2016-11-27 17:08:58.000,Referral
4260968995177655855-1500920072-1500920072,4260968995177655855-1500588207-1500588207,4260968995177655855,2017-07-24 18:14:32.000,Referral,3,882.2,3,2017-07-20 22:03:27.000,Referral
871388660341234241-1498087985-1498087985,871388660341234241-1498087985-1498087985,871388660341234241,2017-06-21 23:33:05.000,Organic Search,1,41.99,1,2017-06-21 23:33:05.000,Organic Search
8688274309849590379-1482240450-1482240450,8688274309849590379-1481892164-1481892164,8688274309849590379,2016-12-20 13:27:30.000,Paid Search,1,62.96,1,2016-12-16 12:42:44.000,Organic Search
8010758488625619131-1499928366-1499929200,8010758488625619131-1499928366-1499928366,8010758488625619131,2017-07-13 07:00:00.000,Direct,1,19.29,1,2017-07-13 06:46:06.000,Direct
7224069720026489065-1489966581-1489966581,7224069720026489065-1488907599-1488907599,7224069720026489065,2017-03-19 23:36:21.000,Referral,1,61.58,1,2017-03-07 17:26:39.000,Referral
9791048489281287821-1492456594-1492456594,9791048489281287821-1489183634-1489183634,9791048489281287821,2017-04-17 19:16:34.000,Direct,1,60.99,2,2017-03-10 22:07:14.000,Direct
6095240958469403590-1489023672-1489023672,6095240958469403590-1474300972-1474300972,6095240958469403590,2017-03-09 01:41:12.000,Referral,1,23.99,1,2016-09-19 16:02:52.000,Referral
0883559197202999847-1474028128-1474028128,0883559197202999847-1471561591-1471561591,0883559197202999847,2016-09-16 12:15:28.000,Referral,1,71.57,1,2016-08-18 23:06:31.000,Referral
803888563485194008-1475883370-1475883370,803888563485194008-1475883370-1475883370,803888563485194008,2016-10-07 23:36:10.000,Referral,1,38.38,3,2016-10-07 23:36:10.000,Referral
803888563485194008-1482861514-1482861514,803888563485194008-1475883370-1475883370,803888563485194008,2016-12-27 17:58:34.000,Referral,1,63.99,4,2016-10-07 23:36:10.000,Referral
1957458976293878100-1487097028-1487097028,1957458976293878100-1479915412-1479915412,1957458976293878100,2017-02-14 18:30:28.000,Direct,1,17859.5,1,2016-11-23 15:36:52.000,Organic Search
866401086890399054-1493823862-1493823862,866401086890399054-1493823862-1493823862,866401086890399054,2017-05-03 15:04:22.000,Referral,1,45.98,1,2017-05-03 15:04:22.000,Referral
9505484401754648749-1499463772-1499463772,9505484401754648749-1499455388-1499455388,9505484401754648749,2017-07-07 21:42:52.000,Referral,1,52.34,2,2017-07-07 19:23:08.000,Referral
1658702239532336072-1480527587-1480527587,1658702239532336072-1479425272-1479425272,1658702239532336072,2016-11-30 17:39:47.000,Referral,1,53.79,1,2016-11-17 23:27:52.000,Referral
1480311877127336013-1478007873-1478007873,1480311877127336013-1478007873-1478007873,1480311877127336013,2016-11-01 13:44:33.000,Organic Search,1,1015.48,1,2016-11-01 13:44:33.000,Organic Search
389168811037319268-1481209775-1481209775,389168811037319268-1477495510-1477495510,389168811037319268,2016-12-08 15:09:35.000,Referral,1,73.36,1,2016-10-26 15:25:10.000,Referral
6600298028142783837-1481661226-1481661226,6600298028142783837-1481414189-1481414189,6600298028142783837,2016-12-13 20:33:46.000,Organic Search,1,23.99,1,2016-12-10 23:56:29.000,Organic Search
7474545646288919609-1485314520-1485314520,7474545646288919609-1485314520-1485314520,7474545646288919609,2017-01-25 03:22:00.000,Direct,1,15.99,1,2017-01-25 03:22:00.000,Direct
2077293997030984346-1485904887-1485904887,2077293997030984346-1485904887-1485904887,2077293997030984346,2017-01-31 23:21:27.000,Direct,1,13.99,1,2017-01-31 23:21:27.000,Direct
0535797652559788641-1500695352-1500695352,0535797652559788641-1498366380-1498366380,0535797652559788641,2017-07-22 03:49:12.000,Organic Search,1,85.26,1,2017-06-25 04:53:00.000,Organic Search
4671049020900082348-1497643189-1497643189,4671049020900082348-1497391965-1497391965,4671049020900082348,2017-06-16 19:59:49.000,Referral,1,216.18,3,2017-06-13 22:12:45.000,Referral
61892085087294527-1485884382-1485884382,61892085087294527-1485880189-1485880189,61892085087294527,2017-01-31 17:39:42.000,Organic Search,1,31.99,1,2017-01-31 16:29:49.000,Organic Search
624114855878604514-1481562419-1481562419,624114855878604514-1479752555-1479752555,624114855878604514,2016-12-12 17:06:59.000,Referral,1,115.98,1,2016-11-21 18:22:35.000,Referral
6391993592802283286-1493689934-1493689934,6391993592802283286-1493257950-1493257950,6391993592802283286,2017-05-02 01:52:14.000,Referral,1,37.33,1,2017-04-27 01:52:30.000,Referral
4148567392230462153-1486257997-1486257997,4148567392230462153-1486252542-1486252542,4148567392230462153,2017-02-05 01:26:37.000,Organic Search,1,11.97,1,2017-02-04 23:55:42.000,Organic Search
9150407128657944902-1478721791-1478721791,9150407128657944902-1478546360-1478546360,9150407128657944902,2016-11-09 20:03:11.000,Referral,1,25.38,1,2016-11-07 19:19:20.000,Referral
5874652729047848960-1470682387-1470682387,5874652729047848960-1470663975-1470663975,5874652729047848960,2016-08-08 18:53:07.000,Direct,1,1358.09,1,2016-08-08 13:46:15.000,Direct
4362809979067745350-1475789313-1475789313,4362809979067745350-1475789313-1475789313,4362809979067745350,2016-10-06 21:28:33.000,Referral,1,60.99,3,2016-10-06 21:28:33.000,Referral
0361534245405505016-1486870308-1486870308,0361534245405505016-1478154902-1478154902,0361534245405505016,2017-02-12 03:31:48.000,Organic Search,1,142.65,1,2016-11-03 06:35:02.000,Organic Search
4305389123856047722-1493652593-1493652593,4305389123856047722-1493652593-1493652593,4305389123856047722,2017-05-01 15:29:53.000,Referral,1,19.19,2,2017-05-01 15:29:53.000,Referral
4845279744517849233-1500338085-1500338085,4845279744517849233-1496782078-1496782078,4845279744517849233,2017-07-18 00:34:45.000,Organic Search,1,43.19,1,2017-06-06 20:47:58.000,Organic Search
6030957980134486247-1479533613-1479533613,6030957980134486247-1479533613-1479533613,6030957980134486247,2016-11-19 05:33:33.000,Organic Search,1,53.97,2,2016-11-19 05:33:33.000,Organic Search
0326671467950015369-1501316071-1501316071,0326671467950015369-1501231143-1501231143,0326671467950015369,2017-07-29 08:14:31.000,Referral,1,63.43,1,2017-07-28 08:39:03.000,Referral
3026368959159738546-1487098320-1487098320,3026368959159738546-1477342227-1477342227,3026368959159738546,2017-02-14 18:52:00.000,Referral,1,68.97,1,2016-10-24 20:50:27.000,Referral
6140447030610096925-1500941640-1500941640,6140447030610096925-1497553320-1497553320,6140447030610096925,2017-07-25 00:14:00.000,Referral,1,16.99,1,2017-06-15 19:02:00.000,Referral
6289042057007415577-1474670101-1474670101,6289042057007415577-1474669911-1474669911,6289042057007415577,2016-09-23 22:35:01.000,Referral,1,132.85,1,2016-09-23 22:31:51.000,Direct
7360285709701515415-1471664397-1471664397,7360285709701515415-1471020659-1471020659,7360285709701515415,2016-08-20 03:39:57.000,Referral,1,29.15,1,2016-08-12 16:50:59.000,Direct
6010250598436085923-1494681787-1494681787,6010250598436085923-1490356600-1490356600,6010250598436085923,2017-05-13 13:23:07.000,Direct,1,484.46,7,2017-03-24 11:56:40.000,Direct
2030710570879226632-1473172225-1473172225,2030710570879226632-1472670595-1472670595,2030710570879226632,2016-09-06 14:30:25.000,Referral,1,53.12,1,2016-08-31 19:09:55.000,Referral
3475041930995418580-1473957402-1473957402,3475041930995418580-1471017523-1471017523,3475041930995418580,2016-09-15 16:36:42.000,Display,1,20.99,1,2016-08-12 15:58:43.000,Display
428994201200499894-1471320477-1471320477,428994201200499894-1470921767-1470921767,428994201200499894,2016-08-16 04:07:57.000,Paid Search,1,686.02,1,2016-08-11 13:22:47.000,Display
5687667730920600613-1501524044-1501524044,5687667730920600613-1486902706-1486902706,5687667730920600613,2017-07-31 18:00:44.000,Organic Search,1,27.99,2,2017-02-12 12:31:46.000,Organic Search
